cole_nombre_establecimiento,Promedio_Puntaje_Global,cole_bilingue,cole_caracter,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_area_ubicacion,cole_depto_ubicacion,Decil
I.E. SAN JOSE DE MULATOS,216.11764705882354,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,ANTIOQUIA,1
I.E. SAN JOSE DE RIVERA,206.23076923076923,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,1
I.E. SAN JOSE NO 1,227.04784688995215,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOLIVAR,2
I.E. SAN JOSE NO 2,276.57377049180326,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOLIVAR,8
I.E. SAN JOSÉ,246.355,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,5
I.E. SAN JOSÉ OBRERO,273.25,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,GUAVIARE,8
I.E. SAN JUAN BAUTISTA,231.98333333333332,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SUCRE,3
I.E. SAN JUAN BAUTISTA DE PIZA,225.8148148148148,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,2
I.E. SAN JUAN BAUTISTA DE PUEBLO NUEVO,228.2,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,2
I.E. SAN LUIS BELTRAN,248.8148148148148,N,TÉCNICO,A,MIXTO,SABATINA,OFICIAL,URBANO,BOYACA,5
I.E. SAN LUIS DE GACENO,270.42424242424244,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,7
I.E. SAN MARCOS,252.29896907216494,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. SAN MARTIN DE PORRES,204.35294117647058,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,ANTIOQUIA,1
I.E. SAN MIGUEL,274.14285714285717,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,8
I.E. SAN MIGUEL ARCANGEL,300.1,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOYACA,9
I.E. SAN NICOLAS,220.5,S,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,2
I.E. SAN PEDRO CLAVER,249.98823529411766,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,5
I.E. SAN PEDRO Y SAN PABLO,204.71428571428572,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,1
I.E. SAN ROQUE,220.0,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,2
I.E. SAN VICENTE,278.4867256637168,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,8
I.E. SAN VICENTE DEL CONGO,230.95,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,ANTIOQUIA,3
I.E. SANTA BARBARA,235.05,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOYACA,3
I.E. SANTA CRUZ ALTO SIGUI,180.0,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,1
I.E. SANTA ELENA LA CABRERA,246.33333333333334,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,4
I.E. SANTA MARIA DE CAQUIONA,214.0,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,1
I.E. SANTA MARTHA,253.6818181818182,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,5
I.E. SANTA ROSA,242.3913043478261,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,4
I.E. SANTA ROSA DE LIMA,239.26993865030676,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SUCRE,4
I.E. SANTA TERESA,232.7709090909091,S,ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,PUTUMAYO,3
I.E. SANTA TERESITA,271.2456140350877,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SUCRE,8
I.E. SANTANDER,256.44827586206895,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,6
I.E. SANTO DOMINGO SAVIO,262.6,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,7
I.E. SAT¿ WESX ZUUN,208.3,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,1
I.E. SAZA,243.33333333333334,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,4
I.E. SEGOVIA,217.35,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,1
I.E. SEGUENGUE,239.44444444444446,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,4
I.E. SERAFIN LUENGAS CHACON,209.0,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,1
I.E. SILVINO RODRIGUEZ,277.8909090909091,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,8
I.E. SIMON BOLIVAR,217.74193548387098,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,2
I.E. SINAI,237.94444444444446,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,3
I.E. SINCELEJITO,214.46666666666667,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,1
I.E. SOCHAQUIRA ABAJO,259.4,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,6
I.E. SUAZAPAWA,330.4848484848485,S,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,BOYACA,10
I.E. SUSANA TROCHEZ DE VIVAS,247.6153846153846,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,5
I.E. SYSTEM CENTER EDUCACION FORMAL PARA JOVENES Y ADULTOS,217.53846153846155,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,LA GUAJIRA,2
I.E. TEC AGROPECUARIA  LA HUELLA,215.27272727272728,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,1
I.E. TEC IND ANTONIO RICAURTE,252.22093023255815,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,5
I.E. TEC JACINTO VEGA,267.1304347826087,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TEC Y ACAD ANTONIO NARIÑO,286.7171717171717,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,9
I.E. TECNICA AGRICOLA,266.8181818181818,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA AGROINDUSTRIAL CUSAGUI,262.1818181818182,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA AGROINDUSTRIAL EL ESPINO,247.88,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICA AGROPECUARIA,249.64615384615385,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,244.75,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,4
I.E. TECNICA AGROPECUARIA DE PALERMO,279.0833333333333,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,8
I.E. TECNICA AGROPECUARIA EL MARFIL,246.51724137931035,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOYACA,5
I.E. TECNICA AGROPECUARIA LA GRANJA,238.83333333333334,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,4
I.E. TECNICA AGROPECUARIA SAN ANTONIO,274.42857142857144,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,8
I.E. TECNICA AGROPECUARIA SAN ISIDRO,255.375,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,6
I.E. TECNICA ANTONIO NARIÑO,269.1135135135135,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,7
I.E. TECNICA ANTONIO RICAURTE,253.28571428571428,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICA CARLOS JULIO UMAÑA TORRES,286.1,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,9
I.E. TECNICA DE NOBSA,261.89473684210526,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,6
I.E. TECNICA EDUARDO SANTOS,217.61428571428573,S,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,2
I.E. TECNICA EL PORTACHUELO,262.73333333333335,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA HONORIO ANGEL Y OLARTE,274.5416666666667,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,8
I.E. TECNICA IGNACIO GIL SANABRIA,250.2233009708738,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICA INDUSTRIAL,275.7857142857143,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,8
I.E. TECNICA INDUSTRIAL Y MINERA,275.9183673469388,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,8
I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,257.26666666666665,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,6
I.E. TECNICA JAIRO ALBARRACIN BARRERA,270.47058823529414,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA JOSE BENIGNO PERILLA,259.0869565217391,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,6
I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,265.3333333333333,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,7
I.E. TECNICA JOSE IGNACIO DE MARQUEZ,263.5357142857143,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,7
I.E. TECNICA LA LAJA,248.89473684210526,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,5
I.E. TECNICA LA LIBERTAD,265.84615384615387,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA LOS COMUNEROS,283.1111111111111,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,9
I.E. TECNICA MIRAFLORES,267.2142857142857,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA NACIONALIZADA DE SAMACA,273.52713178294573,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,8
I.E. TECNICA NACIONALIZADA PABLO VI,250.86567164179104,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICA NUESTRA SEÑORA DE LA O,267.6923076923077,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,254.54545454545453,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,6
I.E. TECNICA NUESTRA SEÑORA DEL ROSARIO,243.08695652173913,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,4
I.E. TECNICA PABLO VI,258.47058823529414,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,6
I.E. TECNICA PEDRO JOSE SARMIENTO,272.5365853658537,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,8
I.E. TECNICA PIJAOS,266.55555555555554,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,7
I.E. TECNICA PIO ALBERTO FERRO PEÑA,240.35036496350364,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOYACA,4
I.E. TECNICA PIO MORANTES,234.25,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,3
I.E. TECNICA RAFAEL URIBE,241.46666666666667,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,4
I.E. TECNICA RAMON IGNACIO AVELLA,267.384,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,7
I.E. TECNICA SALAMANCA,250.05263157894737,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOYACA,5
I.E. TECNICA SAN BARTOLOME,249.41176470588235,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICA SAN IGNACIO,250.16981132075472,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICA SEÑOR DE LOS MILAGROS,264.4,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,7
I.E. TECNICA SUSANA GUILLEMIN,270.84615384615387,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,7
I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,282.2105263157895,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,8
I.E. TECNICA ZULIA DE MARIPI,237.23529411764707,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,3
I.E. TECNICO AGRICOLA,249.0,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ,236.88888888888889,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,3
I.E. TECNICO AGROPECUARIO,241.90243902439025,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,4
I.E. TECNICO AMBIENTAL FERNANDEZ GUERRA,243.82386363636363,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,4
I.E. TECNICO INDUSTRIAL JULIO FLOREZ,252.40989399293287,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,285.6666666666667,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,9
I.E. TECNICO SIMONA AMAYA,230.75,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,3
I.E. TELEPALMERITAS,252.0625,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,5
I.E. TERESA DE CALCUTA,246.65853658536585,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,CASANARE,5
I.E. TIERRA SECA,248.375,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ARAUCA,5
I.E. TIMBA,231.88,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,3
I.E. TOMAS VASQUEZ RODRIGUEZ,280.34177215189874,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,8
I.E. TOQUILLA,244.0,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOYACA,4
I.E. TORIBIO,219.265625,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,2
I.E. TUNJUELO,243.6,Desconocido,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,4
I.E. TURBO,219.38679245283018,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,ANTIOQUIA,2
I.E. TÉCNICA AGROP. FELIX MARIA PENNA,217.33333333333334,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,1
I.E. TÉCNICA AGROPECUARIA DE RICAURTE,240.5,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,4
I.E. TÉCNICA CHICAMOCHA,255.02702702702703,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOYACA,6
I.E. TÉCNICA COMERCIAL PANGÚS,251.2,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,5
I.E. TÉCNICA EN SISTEMAS SANTIAGO,238.76190476190476,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,4
I.E. TÉCNICA JESÚS DE NAZARETH,245.15384615384616,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,4
I.E. TÉCNICA LAS MERCEDES,274.0869565217391,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,8
I.E. TÉCNICA NSTRA SRA DE LA PAZ,240.7741935483871,N,TÉCNICO,A,MIXTO,SABATINA,OFICIAL,URBANO,BOYACA,4
I.E. TÉCNICO AGROPECUARIA O DE HATO NUEVO,236.2962962962963,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,3
I.E. TÉCNICO AGROPECUARIA RODRIGO LARA BONILLA,235.66666666666666,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,3
I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA,288.3125,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,9
I.E. TÉCNICO AGROPECUARIO EL LIMON,211.77551020408163,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,1
I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO,233.5,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,3
I.E. TÉCNICO EMPRESARIAL MONTE CRUZ,218.75,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,2
I.E. VADO CASTRO,251.8181818181818,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,BOYACA,5
I.E. VALENTÍN GARCIA,250.9,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,BOYACA,5
I.E. VALLE DE TENZA,258.1,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,6
I.E. VASCO NUÑEZ DE BALBOA,253.26582278481013,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,5
I.E. VEINTICUATRO DE DICIEMBRE,235.92857142857142,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ANTIOQUIA,3
I.E. VICTOR ZUBIRIA,237.95698924731184,N,ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,SUCRE,3
I.E. VILLAS DE SAN IGNACIO,272.3636363636364,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,8
I.E. ZAPATA,214.34615384615384,S,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,1
I.E. ZARAGOZA,198.5,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,1
I.E.A. CAMILO TORRES,226.32,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,2
I.E.A. ETNOEDUCATIVA EL CREO ANTES (C.E.R.M. EL CREDO),209.08333333333334,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,1
I.E.A. FRAY ISIDORO DE MONTCLAR,233.625,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,3
I.E.A. GUILLERMO LEON VALENCIA,229.1904761904762,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,3
I.E.A. INDIGENA QUINTIN LAME,227.20618556701032,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,2
I.E.A. ISRAEL MARÍA NARVÁEZ,251.10526315789474,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,5
I.E.A. JOSÉ ACEVEDO Y GÓMEZ,234.21428571428572,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,3
I.E.A. LOS COMUNEROS,227.66666666666666,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,2
I.E.A. NUESTRA SEÑORA DEL ROSARIO,242.61111111111111,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,4
I.E.A. PALETARA,221.92307692307693,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,2
I.E.A. SAN SEBASTIAN,226.375,S,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,CAUCA,2
I.E.A. VALENCIA,237.33333333333334,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,3
I.E.A. VILLALOBOS,250.8,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,5
I.E.D TECNICO COMERCIAL MARIANO OSPINA RODRIGUEZ,270.6666666666667,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,7
I.E.D.  DE MANTA,247.6727272727273,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,CUNDINAMARCA,5
I.E.D.  DE YAPÚ,179.9,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VAUPES,1
I.E.D. AGRICOLA PARATEBUENO,243.1860465116279,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,4
I.E.D. ALFONSO PABON PABON,253.1904761904762,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CUNDINAMARCA,5
I.E.D. ALONSO RONQUILLO,242.56565656565655,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,CUNDINAMARCA,4
I.E.D. ALUNA,252.08860759493672,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,MAGDALENA,5
I.E.D. BAJO PALMAR,242.76,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CUNDINAMARCA,4
I.E.D. COLEGIO NUESTRA SEÑORA DE FATIMA,283.46153846153845,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,MAGDALENA,9
I.E.D. DE  VILLAFÁTIMA,209.36363636363637,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VAUPES,1
I.E.D. DE ACARICUARA,207.78571428571428,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VAUPES,1
I.E.D. DE BUENOS AIRES,220.36363636363637,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VAUPES,2
I.E.D. DE CARURU,221.82608695652175,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VAUPES,2
I.E.D. DE MANDI,204.72727272727272,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VAUPES,1
I.E.D. DE MONFORTH,212.33333333333334,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VAUPES,1
I.E.D. DE TARAIRA,220.33333333333334,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VAUPES,2
I.E.D. DOMINGO SAVIO,244.31645569620252,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,4
I.E.D. EL CARMEN,254.64285714285714,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CUNDINAMARCA,6
I.E.D. ENRIQUE SANTOS MONTEJO,247.88950276243094,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,5
I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,258.64593301435406,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,6
I.E.D. GERMÁN VARGAS CANTILLO,274.35838150289015,N,TÉCNICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,8
I.E.D. INAYÁ,218.06666666666666,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VAUPES,2
I.E.D. INSTITUTO TECNICO AGRICOLA,244.33333333333334,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CUNDINAMARCA,4
I.E.D. INTEGRADA DE TAUSA,261.6923076923077,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,6
I.E.D. LA QUININA,187.75,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,MAGDALENA,1
I.E.D. LUIS ALFONSO VALBUENA ULLOA,245.5,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CUNDINAMARCA,4
I.E.D. MARCO FIDEL SUAREZ,258.66037735849056,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,6
I.E.D. PEDAGÓGICO DEL CARIBE,229.41304347826087,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,MAGDALENA,3
I.E.D. QUINTO CENTENARIO,238.11764705882354,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,MAGDALENA,3
I.E.D. RURAL EL VINO,265.88,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CUNDINAMARCA,7
