cole_nombre_establecimiento,Promedio_Puntaje_Global,cole_bilingue,cole_caracter,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_area_ubicacion,cole_depto_ubicacion,Decil
COLEGIO DEL SAGRADO CORAZON,341.71014492753625,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO DEL SAGRADO CORAZON - CALLE 74,333.19718309859155,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO DEL SAGRADO CORAZON DE JESUS,322.50666666666666,N,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,NARIÑO,10
COLEGIO DEL SAGRADO CORAZON DE JESUS - HERMANAS BETHLEMITAS,308.7878787878788,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,RISARALDA,10
COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS,308.3157894736842,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,10
COLEGIO DEL SAGRADO CORAZÓN DE JESÚS-VALLE DEL LILI,327.55555555555554,N,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,10
COLEGIO DEL SANTO ANGEL,313.08988764044943,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO DELIA ZAPATA OLIVELLA (IED),264.0174418604651,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO DEPARTAMENTAL CATUMARE,258.68926553672316,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,META,6
COLEGIO DEPARTAMENTAL GILBERTO ALZATE AVENDA¿O,269.9673913043478,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,META,7
COLEGIO DEPARTAMENTAL INTEGRADO NUESTRA SE¿ORA DE LOURDES,295.75,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,9
COLEGIO DEPARTAMENTAL INTEGRADO SAGRADO CORAZON DE JESUS,261.1666666666667,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,6
COLEGIO DEPARTAMENTAL LA ESPERANZA,298.37894736842105,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,META,9
COLEGIO DEPARTAMENTAL LA INMACULADA,267.75,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,7
COLEGIO DIEGO MONTAÑA CUÉLLAR (IED),253.44221105527637,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO DIOCESANO  SAN JOSE,298.7391304347826,N,ACADÉMICO,A,MASCULINO,COMPLETA,NO OFICIAL,URBANO,MAGDALENA,9
COLEGIO DIOCESANO JUAN PABLO II,304.0,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CORDOBA,9
COLEGIO DIOCESANO LAURA MONTOYA,270.45,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,7
COLEGIO DIOS ES AMOR -SEDE CARTAGENA,228.4935064935065,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,2
COLEGIO DIOS ES AMOR CDA,246.8125,N,ACADÉMICO,A,MASCULINO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,5
COLEGIO DIOS ES AMOR LUCERO ALTO,266.1764705882353,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,7
COLEGIO DISTRITAL CHARRY (IED),246.95847750865053,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO DIVINO CORAZON,210.94444444444446,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,1
COLEGIO DIVINO JESUS,282.7692307692308,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,MAGDALENA,8
COLEGIO DIVINO MAESTRO (IED),257.4146341463415,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,6
COLEGIO DIVINO NIÑO,289.7368421052632,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO DIVINO NIÑO JESUS,263.95454545454544,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,7
COLEGIO DIVINO SALVADOR,298.2674418604651,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,9
COLEGIO DOMINGO SABIO,257.92,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,ATLANTICO,6
COLEGIO DOMINGO SAVIO,287.1666666666667,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,9
COLEGIO DOMINGO SAVIO BILINGUAL SCHOOL,330.375,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO DON BOSCO LTDA.,334.4761904761905,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,META,10
COLEGIO DOUGLAS BROWN DE ZIPAQUIRÁ,326.04545454545456,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,RURAL,CUNDINAMARCA,10
COLEGIO DWIGHT DAVID EISENHOWER,323.75,Desconocido,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,CUNDINAMARCA,10
COLEGIO EBENEZER,272.3421052631579,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,NORTE SANTANDER,8
COLEGIO ECOLOGICO DE FLORIDABLANCA,266.15625,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,7
COLEGIO ECOLOGICO SCOUTS,242.25,Desconocido,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,4
COLEGIO EDUARDO SANTOS (IED),274.8627450980392,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO EDUARDO UMAÑA LUNA INSTITUCION EDUCATIVA DISTRITAL,253.74747474747474,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO EDUARDO UMAÑA MENDOZA (IED),244.67883211678833,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,4
COLEGIO EKIRAYA EDUCACION MONTESSORI,384.5,Desconocido,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,CUNDINAMARCA,10
COLEGIO EKKLESIA,293.7,Desconocido,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,9
COLEGIO EL AMPARO,276.7352941176471,N,TÉCNICO,B,FEMENINO,COMPLETA,NO OFICIAL,URBANO,VALLE,8
COLEGIO EL BOSQUE,257.75,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,6
COLEGIO EL CARMELO,312.2258064516129,N,ACADÉMICO,A,FEMENINO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,10
COLEGIO EL CARMEN TERESIANO,313.7386363636364,N,ACADÉMICO,A,FEMENINO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO EL CORAZON DE MARIA,249.2,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CESAR,5
COLEGIO EL CORTIJO - VIANEY (IED),243.9659090909091,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,4
COLEGIO EL DESTINO (IED),272.97222222222223,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOGOTA,8
COLEGIO EL DIVINO NINO,311.7368421052632,N,ACADÉMICO,A,FEMENINO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,10
COLEGIO EL DIVINO NIÑO,269.75,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,7
COLEGIO EL DIVINO SALVADOR,248.35,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,META,5
COLEGIO EL DUQUE DE RIVAS,297.2692307692308,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,9
COLEGIO EL ENCANTO,309.5,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CORDOBA,10
COLEGIO EL ESCORIAL,265.42857142857144,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,7
COLEGIO EL GRAN CASTILLO Y PELDAÑOS,239.375,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,4
COLEGIO EL HOGAR,251.73170731707316,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,5
COLEGIO EL JAPON (IED),264.07782101167317,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,7
COLEGIO EL JAZMIN (IED),269.3809523809524,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO EL LIBERTADOR,277.3125,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CUNDINAMARCA,8
COLEGIO EL LIBERTADOR (IED),267.61805555555554,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO EL MINUTO DE  BUENOS AIRES (IED),247.71052631578948,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO EL MINUTO DE DIOS CIUDAD VERDE,279.6095238095238,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CUNDINAMARCA,8
COLEGIO EL MUNDO DE DANI,266.71875,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,7
COLEGIO EL MUNDO DE LOS ESTUDIANTES,279.6,S,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,8
COLEGIO EL MUNDO JOVEN,274.22222222222223,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CUNDINAMARCA,8
COLEGIO EL PARAISO DE MANUELA BELTRAN (IED),254.03225806451613,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,5
COLEGIO EL PORVENIR (IED),268.30555555555554,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO EL RODEO (IED),280.30263157894734,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO EL ROSARIO,316.6304347826087,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CORDOBA,10
COLEGIO EL ROSARIO CAMPESTRE,310.0,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,CUNDINAMARCA,10
COLEGIO EL SALITRE - SUBA (IED),268.1512195121951,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO EL SOCORRO,313.42,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO EL TESORO DE LA CUMBRE (IED),236.8,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,3
COLEGIO EL TRIANGULO,332.2647058823529,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,ANTIOQUIA,10
COLEGIO EL UVAL (IED),242.27450980392157,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,BOGOTA,4
COLEGIO EL VERJON (IED),249.25,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOGOTA,5
COLEGIO EL VIRREY JOSE SOLIS (IED),264.73417721518985,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,7
COLEGIO ELISEO PINILLA RUEDA,269.2837837837838,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,7
COLEGIO EMANUEL RUBIANO,279.2307692307692,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,8
COLEGIO EMILIO SOTO MAYOR,256.59090909090907,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,6
COLEGIO EMILIO SOTOMAYOR LUQUE,296.3103448275862,N,TÉCNICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,CUNDINAMARCA,9
COLEGIO EMMANUEL,288.04761904761904,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,9
COLEGIO EMPRESARIAL,286.5811518324607,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,9
COLEGIO ENRIQUE OLAYA HERRERA (IED),273.6965317919075,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO ENTERPRISE,229.28571428571428,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,META,3
COLEGIO ENTRE NUBES SUR ORIENTAL (IED),248.14285714285714,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO ERNESTO GUHL,274.47058823529414,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,8
COLEGIO ESCUELA NACIONAL DE COMERCIO (IED),253.70526315789473,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,5
COLEGIO ESESCO,242.66666666666666,Desconocido,ACADÉMICO,A,MIXTO,SABATINA,NO OFICIAL,URBANO,CESAR,4
COLEGIO ESPAÑA (IED),267.6666666666667,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO ESPIRITU SANTO MARIANISTAS,284.49056603773585,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO ESTANISLAO ZULETA (IED),257.5321100917431,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO ESTHER OVADIA VIUDA DE MELAMED,209.41666666666666,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,1
COLEGIO ESTRELLA DEL SUR (IED),240.98936170212767,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,4
COLEGIO ETNOEDUCATIVO LAS AMERICAS,207.76,Desconocido,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,CAUCA,1
COLEGIO EUCARISTICO CAMPESTRE,312.73333333333335,N,ACADÉMICO,A,FEMENINO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,10
COLEGIO EUCARISTICO DE LA MERCED,310.37142857142857,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,10
COLEGIO EUGENIO DIAZ CASTRO SAS,261.1025641025641,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,6
COLEGIO EUSKADI,272.7083333333333,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,ANTIOQUIA,8
COLEGIO EVANGELICO EBENEZER,273.8235294117647,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CESAR,8
COLEGIO EVANGELICO EBENEZER (ANTES ANTONIO NARINO),237.73333333333332,N,TÉCNICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,CAUCA,3
COLEGIO EVERGREEN,344.27777777777777,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,BOGOTA,10
COLEGIO EXTERNADO DE COLOMBIA,280.11764705882354,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,8
COLEGIO EXTERNADO NACIONAL CAMILO TORRES (IED),261.8076923076923,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOGOTA,6
COLEGIO FABIO LOZANO SIMONELLI (IED),253.35632183908046,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,5
COLEGIO FACUNDO NAVAS MANTILLA,255.12121212121212,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,SANTANDER,6
COLEGIO FANNY MIKEY (IED),260.01428571428573,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO FEDERICO GARCIA LORCA (IED),251.47761194029852,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO FEMENINO LORENCITA VILLEGAS DE SANTOS (IED),301.01960784313724,N,ACADÉMICO,A,FEMENINO,TARDE,OFICIAL,URBANO,BOGOTA,9
COLEGIO FERNANDEZ GUTIERREZ DE PIÑERES,278.31111111111113,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,8
COLEGIO FERNANDO DE ARAGON DE CARTAGENA,226.23333333333332,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOLIVAR,2
COLEGIO FERNANDO GONZALEZ OCHOA (IED),253.43010752688173,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO FERNANDO MAZUERA VILLEGAS (IED),262.4585152838428,N,TÉCNICO/ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOGOTA,7
COLEGIO FERNANDO SOTO APARICIO IED,270.9873417721519,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,7
COLEGIO FERVAN,326.9655172413793,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO FILARMONICO SIMON BOLIVAR (IED),252.11278195488723,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,5
COLEGIO FILIPENSE,283.30434782608694,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,NARIÑO,9
COLEGIO FLORENTINO GONZALEZ,282.8,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,8
COLEGIO FLORENTINO GONZALEZ (IED),258.8695652173913,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,6
COLEGIO FLORIDABLANCA (IED),277.25694444444446,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO FORMAL PARA ADULTOS (ADONIS),205.84848484848484,N,ACADÉMICO,A,MIXTO,NOCHE,NO OFICIAL,URBANO,ATLANTICO,1
COLEGIO FORMARTE,285.7,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,9
COLEGIO FRANCISCANO  PÍO XII,327.06849315068496,N,ACADÉMICO,B,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,10
COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ,308.30573248407643,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,RURAL,VALLE,10
COLEGIO FRANCISCANO DEL VIRREY SOLIS,326.88461538461536,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,SANTANDER,10
COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED),281.82300884955754,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO FRANCISCO DE MIRANDA (IED),269.97297297297297,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,7
COLEGIO FRANCISCO DE PAULA SANTANDER (IED),268.8051948051948,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO FRANCISCO DE QUEVEDO,276.9166666666667,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,8
COLEGIO FRANCISCO ELADIO RAMIREZ,243.68055555555554,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,VALLE,4
COLEGIO FRANCISCO I,269.1818181818182,Desconocido,NO APLICA,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOGOTA,7
COLEGIO FRANCISCO JAVIER MATIZ (IED),262.0769230769231,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO FRANCISCO JOSE DE CALDAS,297.962962962963,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,9
COLEGIO FRANCISCO PALAU Y QUER,291.48333333333335,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,LA GUAJIRA,9
COLEGIO FRANCISCO PRIMERO S.S. (IED),256.9032258064516,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO FRANCISCO SAN JUAN,269.44444444444446,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,7
COLEGIO FRAY CRISTOBAL DE TORRES,248.84615384615384,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CUNDINAMARCA,5
COLEGIO FRAY JOSE DE LAS CASAS NOVAS,251.51162790697674,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,SANTANDER,5
COLEGIO FRAY NEPOMUCENO RAMOS,259.6376811594203,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,SANTANDER,6
COLEGIO FREINET,362.56363636363636,S,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,10
COLEGIO FRIEDRICH NAUMANN (IED),255.20967741935485,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,6
COLEGIO FRONTERAS,228.0,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,2
COLEGIO FUNDACION EDUCATIVA FUNDETEC,247.16,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CUNDINAMARCA,5
COLEGIO FUNDACION MANUELA BELTRAN,291.5409836065574,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CESAR,9
COLEGIO FUNDACIÓN NUEVA GRANADA,278.82142857142856,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,8
COLEGIO GABRIEL BETANCOURT MEJIA (IED),277.5536912751678,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,8
COLEGIO GABRIEL ECHAVARRIA,302.0882352941176,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO GABRIEL GARCIA MARQUEZ (IED),251.2972972972973,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,5
COLEGIO GABRIELA MISTRAL,213.5,N,ACADÉMICO,A,MIXTO,TARDE,NO OFICIAL,URBANO,CALDAS,1
COLEGIO GARCES NAVAS  (IED),264.3636363636364,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED),274.5151515151515,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,8
COLEGIO GENERAL JOSE MARIA CORDOBA SEDE 2,234.34782608695653,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,3
COLEGIO GENERAL SANTANDER (IED),267.0826086956522,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOGOTA,7
COLEGIO GEORGE WASHINGTON CAMPESTRE,294.88235294117646,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,RURAL,BOGOTA,9
COLEGIO GEORGE WILLIAMS,306.3181818181818,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,10
COLEGIO GERARDO MOLINA RAMIREZ (IED),268.488038277512,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,7
COLEGIO GERARDO PAREDES (IED),249.9304347826087,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,5
COLEGIO GERMAN ARCINIEGAS (IED),258.6267605633803,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOGOTA,6
COLEGIO GIMN DEL CAMPO JUAN DE LA CRUZ VARELA (IED),214.88,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOGOTA,1
COLEGIO GIMNASIO ALDEBARÁN,190.0,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SANTANDER,1
COLEGIO GIMNASIO AMERICANO,285.7142857142857,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,9
COLEGIO GIMNASIO CAMPESTRE EL RODADERO,282.92,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,8
COLEGIO GIMNASIO CANTABRIA,326.81481481481484,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,10
COLEGIO GIMNASIO CERVANTES,286.05,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,CUNDINAMARCA,9
COLEGIO GIMNASIO DEL ATLANTICO,257.9166666666667,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,6
COLEGIO GIMNASIO LA COLINA,371.3333333333333,N,ACADÉMICO,B,MIXTO,COMPLETA,NO OFICIAL,URBANO,VALLE,10
COLEGIO GIMNASIO LA RIVERA,256.0833333333333,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ATLANTICO,6
COLEGIO GIMNASIO LAS AMERICAS,255.0,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,6
COLEGIO GIMNASIO PANAMERICANO,240.87878787878788,N,NO APLICA,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,TOLIMA,4
COLEGIO GIMNASIO PILARES DEL SABER,298.15384615384613,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,9
COLEGIO GIMNASIO ROMANO MIXTO,267.11764705882354,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOGOTA,7
